id,nama_tempat,kategori,kabupaten,deskripsi,rating,harga_tiket_wni,harga_tiket_wna,jam_buka,aktivitas,latitude,longitude
152,Pura Sakenan,Budaya,Badung,"Serangan is a small island located 500 m south of Denpasar, Bali, Indonesia. The island has a length of 2.9 km and a width of 1 km.",4.6,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.725,115.2301
153,Bali Bombing Memorial (Ground Zero Monument),Budaya,Badung,"The 2002 Bali bombings occurred on 12 October 2002 in the tourist district of Kuta on the Indonesian island of Bali. The attack killed 202 people (including 88 Australians, 38 Indonesians, 23 Britons, and people of more than 20 other nationalities).",4.6,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.7173,115.1745
154,Kuta Beach,Alam,Badung,"Pantai Kuta adalah sebuah tempat pariwisata yang terletak di kecamatan Kuta, sebelah selatan Kota Denpasar, Bali, Indonesia. Daerah ini merupakan sebuah tujuan wisata turis mancanegara dan telah menjadi objek wisata andalan Pulau Bali sejak awal tahun 1970-an.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.7182,115.1688
155,Pura Payogan Agung Ketéwél,Budaya,Badung,"Pura Payogan Agung inggih punika Pura Kahyangan Jagat sané magenah ring Désa Pakraman Ketéwél, Kecamatan Sukawati, Kabupatén Gianyar.",4.2,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.6254,115.2844
156,Munduk Kemetu,Alam,Tabanan,"Bukid ang Munduk Kemetu sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4351,115.0697
157,Pura Luhur Tamba Waras Temple,Budaya,Tabanan,"Pura Tamba Waras utawi Pura Luhur Tamba Waras silih tunggil pura sané magenah nampek sareng Gunung Batukaru. Magenah ring sisi Kelod Gunung Batukaru, ring Désa Sangketan, Kecamatan Penebel, Kabupatén Tabanan.",4.2,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.4107,115.0908
158,Pura Yeh Gangga,Budaya,Tabanan,"Pura Yeh Gangga adalah salah satu pura di Pulau Dewata Bali yang ditemukan pada Tahun 1820 yang didirikan di dekat sungai dengan struktur bangunan yang terlihat serupa dengan candi di Jawa, kecuali bagian atap Pura Yeh Gangga yang berbentuk meru tumpang tujuh dan terbuat dari bahan ringan. Pura Yeh Gangga ini terletak di Desa Perean, Kecamatan Baturiti, Kabupaten Tabanan Bali, sekitar 30 km dari D",4.2,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.4294,115.1972
159,Bukit Kauh,Alam,Klungkung,"Bungtod ang Bukit Kauh sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4629,115.5682
160,Bukit Sangyangapi,Alam,Klungkung,"Bungtod ang Bukit Sangyangapi sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4463,115.5583
161,Bukit Badabudu,Alam,Klungkung,"Bukid ang Bukit Badabudu sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4579,115.5559
162,Bukit Pedalit,Alam,Klungkung,"Bukid ang Bukit Pedalit sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4531,115.5528
163,Bukit Kangin,Alam,Klungkung,"Bukid ang Bukit Kangin sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4802,115.5724
164,Bukit Pudak,Alam,Klungkung,"Bukid ang Bukit Pudak sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4733,115.5578
165,Bukit Dausa,Alam,Klungkung,"Bungtod ang Bukit Dausa sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4253,115.5891
166,Bukit Komala,Alam,Klungkung,"Bukid ang Bukit Komala sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4221,115.5709
167,Bukit Batugaang,Alam,Klungkung,"Bukid ang Bukit Batugaang sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4782,115.5565
168,Bukit Saab,Alam,Klungkung,"Bukid ang Bukit Saab sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4824,115.5561
169,Bukit Dukuh,Alam,Klungkung,"Bungtod ang Bukit Dukuh sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4892,115.5912
170,Bukit Sampiang,Alam,Karangasem,"Bungtod ang Bukit Sampiang sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4776,115.6105
171,Bukit Pejinengan,Alam,Klungkung,"Bukid ang Bukit Pejinengan sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4833,115.554
172,Bukit Tumpek,Alam,Karangasem,"Bungtod ang Bukit Tumpek sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.421,115.6034
173,Bukit Bunut,Alam,Klungkung,"Bungtod ang Bukit Bunut sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4913,115.5619
174,Bukit Jedan,Alam,Klungkung,"Bungtod ang Bukit Jedan sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.495,115.572
175,Bukit Sangyangambu,Alam,Klungkung,"Bungtod ang Bukit Sangyangambu sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4984,115.5811
176,Bukit Tirtagangga,Alam,Klungkung,"Bukit Tirtagangga är ett berg i Indonesien. Det ligger i provinsen Provinsi Bali, i den sydvästra delen av landet, 1 000 km öster om huvudstaden Jakarta.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4091,115.585
177,Bukit Keciwa,Alam,Klungkung,"Bukid ang Bukit Keciwa sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4562,115.5346
178,Museum Pustaka Lontar,Budaya,Karangasem,"Museum Pustaka Lontar silih tunggil museum lontar sané magenah ring sisi kangin Bali, tepat ipun ring Désa Pakraman Dukuh Penaban, museum puniki kawangun olih krama désa irika, taler polih dukungan miwah wantuan saking Ida I Dewa Gde Catra, Sugi Lanus, Hedi Hinzler, miwah Bandésa Dukuh Penaban.Pinaka ustaha krama irika mikolehin panghargaan MURI antuk pakaryan ipun ngewangun museum lontar puniki.",4.2,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.4213,115.612
179,Bukit Tumpeng,Alam,Klungkung,"Bungtod ang Bukit Tumpeng sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4954,115.562
180,Bukit Ngandang,Alam,Karangasem,"Bungtod ang Bukit Ngandang sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4211,115.6133
181,Bukit Munjuk,Alam,Klungkung,"Bungtod ang Bukit Munjuk sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4991,115.5712
182,Taman Ujung Water Palace,Alam,Karangasem,"Ujung Water Palace is a former palace in Karangasem Regency, Bali. Now, this palace also known as Ujung Park or Sukasada Park.",4.6,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4645,115.6305
183,Bukit Penaban,Alam,Karangasem,"Bungtod ang Bukit Penaban sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4179,115.6184
184,Bukit Satu,Alam,Klungkung,"Bungtod ang Bukit Satu sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4743,115.5292
185,Bukit Juet,Alam,Klungkung,"Bukid ang Bukit Juet sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4682,115.5268
186,Gedong Kertya,Budaya,Buleleng,"Gedong Kirtya library was founded in 1928 by the Dutch in what was then their colonial capital of the Lesser Sunda Islands, Singaraja, and named for the Sanskrit word 'to try'. It is in the complex of Sasana Budaya, the old palace of the Buleleng Kingdom.In its collection are lontar manuscripts (written on dried leaves of the rontal palm), prasasti (inscribed on copper plates) and manuscripts on p",4.6,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.1247,115.0969
187,Pura Desa Panji,Budaya,Buleleng,"Panji may refer to:Panji District (潘集区), Huainan, Anhui, China Panji Town (潘集镇), a town in Panji District Panji (subdistrict), Situbondo Regency, East Java, Indonesia Way Panji, South Lampung Regency, Lampung, IndonesiaPanji Town (潘集镇), a town in Panji DistrictPanji tales, a cycle of Javanese folk stories Panji Koming, an Indonesian cartoon appearing in Kompas Panji Manusia Millenium, an Indonesia",4.2,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.1513,115.0886
188,Pura Beji,Budaya,Buleleng,"Pura Beji Sangsit is a Balinese temple or pura located in Sangsit, Buleleng, on the island of Bali, Indonesia. The village of Sangsit is located around 8 kilometres (5.0 mi) east of Singaraja.",4.6,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.0836,115.1343
189,Temple of the death,Budaya,Buleleng,"Pura Dalem Segara Madhu also known as Pura Dalem Jagaraga is a northern Balinese Hindu temple or pura located in the village of Jagaraga, Buleleng in northern Bali. It is about 11 km east of Singaraja.",4.6,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.1051,115.1601
190,Munduk Banteng,Alam,Buleleng,"Bungtod ang Munduk Banteng sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.1035,115.1654
191,Lovina Beach,Alam,Buleleng,"Lovina Beach (or often simply Lovina) is a coastal area on the northwestern side of the island of Bali, Indonesia. The coastal strip stretches from 5 km west of the city of Singaraja to 15 km west.",4.6,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.1593,115.0256
192,Pura Maduwe Karang,Budaya,Buleleng,"Pura Meduwe Karang or Pura Maduwe Karang is a Balinese temple located in Kubutambahan, around 12 km east of Singaraja in Buleleng Regency, northern Bali. It is considered one of the principle temples of Bali, due to its size.",4.6,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.0779,115.1757
193,Gitgit Waterfall,Pantai,Buleleng,"Gitgit Waterfall is a waterfall on Bali, Indonesia. It is located on the north of the Southeast Asian island between the old island capital of Singaraja and the inland village of Munduk.",4.6,0,0,08.00-17.00,"Bersantai, berenang, berfoto, snorkeling",-8.1936,115.1351
194,Puncak Buleling,Alam,Buleleng,"Bukid ang Puncak Buleling sa Indonesya. Nahimutang ni sa lalawigan sa West Nusa Tenggara, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.1833,115.1667
195,Gunung Centik,Alam,Buleleng,"Bukid ang Gunung Centik sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.1846,115.1697
196,Bukit Bebetin,Alam,Buleleng,"Bukid ang Bukit Bebetin sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.1574,115.1886
197,Gunung Silangjana,Alam,Buleleng,"Bukid ang Gunung Silangjana sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2055,115.1654
198,Bukit Pucuk,Alam,Buleleng,"Bukid ang Bukit Pucuk sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.1471,115.215
199,Bukit Sidian,Alam,Buleleng,"Bukid ang Bukit Sidian sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.1774,115.2027
200,Munduk Tumpeng,Alam,Buleleng,"Bukid ang Munduk Tumpeng sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.1097,115.2296
201,Munduk Nangan,Alam,Buleleng,"Bukid ang Munduk Nangan sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.1217,115.2306
202,Gunung Tengayang,Alam,Buleleng,"Bukid ang Gunung Tengayang sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.1875,115.2115
203,Munduk Pusuh,Alam,Buleleng,"Bungtod ang Munduk Pusuh sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.103,115.2388
204,Brahmavihara-Arama,Budaya,Jembrana,Brahmavihara-Arama also known as Vihara Buddha Banjar because of its location in the Banjar District of Buleleng is a buddhist Temple Monastery in the mountains near Lovina in North Bali.Due to its location within Bali—a predominantly Hindu Island in Indonesia—this temple has a lot of Hindu influences in the statues in architecture.,4.6,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.2108,114.9742
205,Munduk Tunjung,Alam,Buleleng,"Bukid ang Munduk Tunjung sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.1225,115.2458
206,Gunung Langlang,Alam,Buleleng,"Bukid ang Gunung Langlang sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2209,115.2043
207,Gunung Mengandang,Alam,Buleleng,"Bukid ang Gunung Mengandang sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2027,115.2204
208,Tajun,Alam,Buleleng,"Tajun är en kulle i Indonesien. Den ligger i provinsen Nusa Tenggara Barat, i den sydvästra delen av landet, 900 km öster om huvudstaden Jakarta.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.1308,115.2528
209,Gunung Pengelengan,Alam,Buleleng,"Bukid ang Gunung Pengelengan sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2464,115.1861
210,Gunung Tapak,Alam,Buleleng,"Bukid ang Gunung Tapak sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 900 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2705,115.1386
211,Gunung Lesung,Alam,Buleleng,"Gunung Lesung är ett berg i Indonesien. Det ligger i provinsen Provinsi Bali, i den sydvästra delen av landet, 900 km öster om huvudstaden Jakarta.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2801,115.1062
212,Gunung Catur,Alam,Buleleng,"Gunung Catur är ett berg i Indonesien. Det ligger i provinsen Provinsi Bali, i den sydvästra delen av landet, 900 km öster om huvudstaden Jakarta.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2436,115.2011
213,Bali Botanic Garden,Alam,Buleleng,"The Bali Botanic Garden (Indonesian: Kebun Raya Bali) is the largest botanic garden in Indonesia and is located in the mountainous region of Bedugul, central Bali, around 90 minutes drive north of Denpasar. The Garden was established on 15 July 1959 and is situated around 1300 metres above sea level overlooking Bratan Lake and the Ulun Danu Temple on the slopes of Tapak Hill.",4.6,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.2741,115.1538
214,Pura Kehen,Budaya,Gianyar,"Pura Kehen is a Balinese Hindu temple located in Cempaga, Bangli Regency, Bali. The temple is set on the foot of a wooded hill, about 2 kilometres (1.2 mi) north of the town center.",4.6,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.4419,115.3601
215,Bukit Bangli,Alam,Gianyar,"Bungtod ang Bukit Bangli sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4379,115.3623
216,Traditional Village: Penglipuran,Alam,Gianyar,"Penglipuran Village is one of the traditional villages located in Bangli Regency, Bali Province, Indonesia. Penglipuran village is famous as one of the tourist destinations in Bali because of its society who still preserve their traditional culture in their daily lives.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4224,115.3597
217,Bukit Buungan,Alam,Gianyar,"Bungtod ang Bukit Buungan sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4157,115.355
218,Bukit Undisan,Alam,Gianyar,"Bukid ang Bukit Undisan sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4424,115.3958
219,Bukit Jambul,Alam,Gianyar,"Bukit Jambul är ett berg i Indonesien. Det ligger i provinsen Provinsi Bali, i den sydvästra delen av landet, 1 000 km öster om huvudstaden Jakarta.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4803,115.3976
220,Gunung Kawi,Budaya,Gianyar,"Gunung Kawi is an 11th-century temple and funerary complex in Tampaksiring: 180  north east of Ubud in Bali, Indonesia., that is spread across either side of the Pakerisan river. It comprises 10 rock-cut candi (shrines) that are carved into some 7-metre-high (23 ft) sheltered niches of the sheer cliff face.",4.6,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.4226,115.3126
221,Bukit Takedan,Alam,Gianyar,"Bukid ang Bukit Takedan sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4736,115.4091
222,Tirta Empul Temple,Budaya,Gianyar,"Tirta Empul temple (Indonesian: Pura Tirta Empul) is a Hindu Balinese water temple located near the town of Tampaksiring, Bali, Indonesia. The temple compound consists of a petirtaan or bathing structure, famous for its holy spring water, where Balinese Hindus go to for ritual purification.",4.6,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.4149,115.316
223,Pura Titra Empul,Budaya,Gianyar,"Tirta Empul temple (Indonesian: Pura Tirta Empul) is a Hindu Balinese water temple located near the town of Tampaksiring, Bali, Indonesia. The temple compound consists of a petirtaan or bathing structure, famous for its holy spring water, where Balinese Hindus go to for ritual purification.",4.6,20000,30000,08.00-17.00,"Wisata budaya, berfoto, wisata sejarah",-8.4144,115.316
224,Bukit Laplapan,Alam,Gianyar,"Bukid ang Bukit Laplapan sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4846,115.4183
225,Bukit Cemara,Alam,Gianyar,"Bukit Cemara är ett berg i Indonesien. Det ligger i provinsen Provinsi Bali, i den sydvästra delen av landet, 1 000 km öster om huvudstaden Jakarta.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4756,115.4256
226,Bukit Lumdadah,Alam,Gianyar,"Bukid ang Bukit Lumdadah sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.465,115.4317
227,Bukit Sangkangunung,Alam,Gianyar,"Bukid ang Bukit Sangkangunung sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.4717,115.431
228,Munduk Tirta,Alam,Gianyar,"Bungtod ang Munduk Tirta sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.5338,115.4238
229,Munduk Petemu,Alam,Gianyar,"Bungtod ang Munduk Petemu sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.5438,115.4291
230,Munduk Penaga,Alam,Gianyar,"Bungtod ang Munduk Penaga sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.5404,115.4314
231,Munduk Labu,Alam,Gianyar,"Bukid ang Munduk Labu sa Indonesya. Nahimutang ni sa lalawigan sa Provinsi Bali, sa habagatan-kasadpang bahin sa nasod, 1,000 km sa sidlakan sa Jakarta ang ulohan sa nasod.",4.2,15000,25000,08.00-17.00,"Trekking, berfoto, menikmati alam",-8.5211,115.4263
